isbn_13,isbn_10,orig_title,orig_publication_yr,language_code
9.78031E+12,312985347,Eleven on Top,2005,eng
9.78044E+12,439554004,Tintenblut,2005,eng
9.78074E+12,743236017,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",2003,eng
9.78032E+12,316926345,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,1945,eng
9.78045E+12,451461401,White Night,2007,eng
9.78006E+12,62306812,The Miniaturist,2014,eng
9.78079E+12,786915749,Dragons of Autumn Twilight,1984,eng
9.78079E+12,786849568,The Lost Colony,2006,eng
9.78142E+12,1416951172,Extras,2006,eng
9.7804E+12,399244557,The Burning Bridge,2005,eng
9.78067E+12,670025593,The Book of Life,2014,eng
9.78159E+12,1585421464,The Artist's Way: A Spiritual Path to Higher Creativity,1992,eng
9.78067E+12,067084487X,The Stinky Cheese Man and Other Fairly Stupid Tales,1992,eng
9.78006E+12,61147958,Horns,2009,eng
9.78068E+12,679456724,Catherine the Great: Portrait of a Woman,2011,eng
9.78039E+12,385528779,The Year of the Flood,2009,eng
9.78031E+12,312364121,Winter Garden,2009,eng
9.78039E+12,385339658,The King of Torts,2003,eng
9.78032E+12,316067598,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,2006,eng
9.78813E+12,,The 3 Mistakes of My Life,2008,eng
9.78158E+12,1579126278,The Murder of Roger Ackroyd,1926,eng
9.78006E+12,006083756X,Native Son ,1940,eng
9.78032E+12,316033650,Shadow's Edge,2008,eng
9.78191E+12,1907411054,Under the Never Sky,2011,eng
9.78045E+12,044669651X,True Believer,2003,eng
9.78031E+12,307887898,The Lean Startup‎,2011,eng
9.7816E+12,1595143181,The Golden Lily,2012,eng
9.78074E+12,743290119,Chasing Harry Winston,2008,eng
9.78035E+12,345335457,Magician's Gambit,1983,eng
9.78079E+12,785136207,,2009,eng
9.78067E+12,671728687,The Rise and Fall of the Third Reich: A History of Nazi Germany,1960,eng
9.78159E+12,1594481938,A Long Way Down,2005,eng
9.78044E+12,439706408,Out from Boneville,1993,eng
9.78034E+12,340640146,Rose Madder,1995,eng
9.78052E+12,515142247,"Die Trying (Jack Reacher, #2)",1998,eng
9.78032E+12,316123528,Beautiful Chaos,2011,eng
9.78006E+12,60878061,Keeping Faith,1999,eng
9.78006E+12,61147931,Heart-Shaped Box,2007,eng
9.78142E+12,1419702238,Cabin Fever,2010,eng
9.78032E+12,316033669,,2008,eng
9.78142E+12,1416543007,Everyone Worth Knowing,2005,eng
9.78186E+12,1862301387,Redwall,1986,eng
9.78014E+12,140447571,Manifest der Kommunistischen Partei,1848,eng
9.7815E+12,1501132938,The Woman in Cabin 10,2016,eng
9.78055E+12,553213296,The Last of the Mohicans: A Narrative of 1757,1826,eng
9.78068E+12,679736379,Sophie's Choice,1979,eng
9.78044E+12,044024191X,Shopaholic and Sister,2004,eng
9.78037E+12,373210132,The Iron Daughter,2010,eng
9.78158E+12,1576737330,The Prayer of Jabez:  Breaking Through to the Blessed Life,2000,eng
9.78081E+12,812983602,The Age of Miracles,2012,eng
9.78079E+12,786868724,Have a Little Faith: A True Story,2009,eng
9.7814E+12,1400043468,My Life in France,2006,eng
9.78192E+12,1922182109,The Rosie Effect,2014,eng
9.78006E+12,006117758X,Ham on Rye,1982,eng
9.78038E+12,375825444,Flipped,2001,eng
9.78097E+12,974320625,Emotional Intelligence 2.0,2003,da
9.78067E+12,670035386,Make Way for Ducklings,1941,eng
9.78077E+12,765354942,Relic,1995,eng
9.78038E+12,380727501,Notes from a Small Island,1995,eng
9.78045E+12,451461894,Small Favor,2008,eng
9.78161E+12,1607060760,The Walking Dead Compendium Volume 1,2009,eng
9.7816E+12,1599900734,Princess Academy,2005,eng
9.78055E+12,553496646,"Everything, Everything",2015,eng
9.78049E+12,486282228,Pygmalion,1912,eng
9.78006E+12,62124269,Flight Behavior,2012,eng
9.78159E+12,1590388984,Grip of the Shadow Plague,2008,eng
9.78014E+12,140298479,Bridget Jones: The Edge of Reason,1999,eng
9.78068E+12,067976397X,Captain Corelli's Mandolin,1994,eng
9.78045E+12,446698466,At First Sight,2004,eng
9.78077E+12,767903862,Down Under,2000,eng
9.78019E+12,192123092,The Memoirs of Sherlock Holmes,1894,eng
9.78081E+12,812992792,The Orphan Master's Son,2012,eng
9.78035E+12,345300785,Enchanters' End Game,1984,eng
9.78038E+12,375714839,Persepolis,2003,eng
9.78045E+12,449213447,The Chosen,1967,eng
9.78045E+12,451171357,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,1958,eng
9.78079E+12,786891084,Where Rainbows End,2004,eng
,,This Man,2012,eng
9.78077E+12,765326264,A Dog's Purpose ,2010,eng
9.7816E+12,1595148035,An Ember in the Ashes,2015,eng
9.78045E+12,451222725,"Lover Enshrined, part one",2008,eng
9.78006E+12,62110837,The Golem and the Jinni,2013,eng
9.78995E+12,,الأسود يليق بك,2012,ara
9.78006E+12,64410137,The Slippery Slope,2003,eng
9.78014E+12,143037617,Bleak House,1853,eng
9.78006E+12,64431436,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",1938,eng
9.78044E+12,044101268X,Furies of Calderon ,2004,eng
9.78069E+12,689878559,Alanna: The First Adventure,1983,eng
9.78022E+12,224085611,Her Fearful Symmetry,2009,eng
9.78045E+12,451225856,"Lover Enshrined, part two",2009,eng
9.78055E+12,553288202,The Fall of Hyperion,1990,eng
9.78045E+12,446698873,The Black Dahlia,1987,eng
9.78069E+12,688120490,"Through the Looking-Glass, and What Alice Found There",1871,eng
9.78074E+12,743246985,Wild Swans: Three Daughters of China,1991,eng
9.78039E+12,394800206,"Go, Dog. Go!",1961,eng
9.78006E+12,60885408,,1937,eng
9.7815E+12,1501100130,Finders Keepers,2015,eng
9.78006E+12,61558230,The Strain,2009,eng
9.78032E+12,316184136,The Complete Poems of Emily Dickinson,1890,eng
9.78006E+12,60935472,Old Yeller,1956,eng
9.78142E+12,1416553649,Born Standing Up: A Comic's Life,2007,eng
9.78006E+12,60899190,PostSecret: Extraordinary Confessions from Ordinary Lives,2005,eng
9.78001E+12,7119550,A Storm of Swords: Part 2 Blood and Gold,2000,eng
9.78015E+12,152047379,The Borrowers Afield,1952,eng
9.78034E+12,340818670,Hearts in Atlantis,1999,eng
9.78038E+12,037571894X,羊をめぐる冒険 [Hitsujiwomegurubōken],1982,eng
9.78074E+12,743246071,The Queen's Fool,2003,eng
9.78032E+12,316133973,Days of Blood & Starlight,2012,eng
9.78184E+12,1842430351,Jitterbug Perfume,1984,eng
9.7804E+12,399244573,"The Battle for Skandia (Ranger's Apprentice, #4)",2006,eng
9.78142E+12,1423157370,The Darkest Minds,2012,eng
9.78006E+12,60832819,O Zahir,2005,eng
9.78142E+12,1416560610,The Power of Positive Thinking,1952,eng
9.78184E+12,1844082938,The House of Mirth,1905,eng
9.78035E+12,345501330,Fairy Tail 1,2006,eng
9.78076E+12,756410436,The Slow Regard of Silent Things,2014,eng
9.78099E+12,,Twelve Years a Slave,1853,eng
9.78045E+12,451229851,"Lover Avenged, part one",2010,eng
9.78014E+12,141001828,In the Heart of the Sea: The Tragedy of the Whaleship Essex,1999,eng
9.78074E+12,743289684,Infidel,2006,eng
9.7814E+12,1400063515,The Black Swan: The Impact of the Highly Improbable,2007,eng
9.78035E+12,345504984,The Twelve,2012,eng
9.78037E+12,374529523,Один день Ивана Денисовича,1962,eng
9.78055E+12,553380966,The Diamond Age,1995,eng
9.78006E+12,60892994,A Canticle for Leibowitz,1959,eng
9.78158E+12,1580493882,Ἀντιγόνη,-441,eng
9.78144E+12,1439138311,Brooklyn,2009,eng
9.78144E+12,1442409053,Wither,2011,eng
9.78006E+12,62300547,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,2016,eng
9.78031E+12,312864590,Crossroads of Twilight,2003,eng
9.78158E+12,1580495869,The Red Badge of Courage,1871,eng
9.78054E+12,544272994,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,2014,eng
9.78077E+12,765348780,Gardens of the Moon,1999,eng
9.78044E+12,440401585,A Swiftly Tilting Planet,1978,eng
9.78044E+12,043977134X,Gregor the Overlander,2003,eng
9.78144E+12,1439102724,Sing You Home,2011,eng
9.78035E+12,345419634,The Tale of the Body Thief,1992,eng
9.78045E+12,446615625,The Camel Club,2005,eng
9.78032E+12,316155608,Saving The World and Other Extreme Sports,2006,eng
9.78081E+12,812551478,Blood of the Fold,1996,eng
9.78074E+12,743272501,The Boleyn Inheritance,2006,eng
9.78039E+12,385683421,A Spool of Blue Thread,2015,eng
9.78039E+12,385542364,The Underground Railroad,2016,eng
9.78079E+12,786838930,Masquerade,2007,eng
9.78037E+12,373210183,The Iron Queen,2011,eng
9.78099E+12,988393506,Losing It,2012,eng
9.78039E+12,385535144,The Racketeer,2012,eng
9.78014E+12,143036378,Disgrace,1999,eng
9.78053E+12,525444440,The House at Pooh Corner,1928,eng
9.78032E+12,316075558,The Black Prism,2010,eng
9.78014E+12,143036696,The Mermaid Chair,2004,eng
9.78006E+12,64410129,The Carnivorous Carnival,2002,eng
9.78142E+12,1423116399,Heist Society,2010,eng
9.78125E+12,1250121000,Behind Closed Doors,2016,eng
9.78035E+12,345348109,The Killer Angels,1974,eng
9.78043E+12,425201392,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",1995,eng
9.78079E+12,786818611,Ptolemy's Gate,2006,eng
9.78055E+12,553214322,The Island of Dr. Moreau,1896,eng
9.78162E+12,1620610094,Opal,2012,fr
9.78193E+12,1934781630,Zeitoun,2008,de
9.78142E+12,141697170X,Out of My Mind,2010,eng
,,Rapture,2012,eng
9.78145E+12,1453688935,Switched,2010,eng
9.78068E+12,679774386,Доктор Живаго,1957,eng
9.78148E+12,1476791457,,2015,eng
9.7801E+12,99303744,Disclosure,1994,eng
9.78014E+12,142437808,Ethan Frome,1911,eng
9.78039E+12,385720106,A Map of the World,1992,eng
,,It Ends with Us,2016,eng
9.78142E+12,141693586X,The Gift of the Magi,1905,eng
9.78055E+12,553380648,The Electric Kool-Aid Acid Test,1968,eng
9.7808E+12,802140181,The Naked Lunch,1959,eng
9.78156E+12,156389226X,The Sandman: Dream Country,1991,eng
9.78039E+12,385337930,A Painted House,2001,eng
9.78044E+12,441007317,The Left Hand of Darkness,1969,eng
9.78014E+12,142412147,Let It Snow: Three Holiday Romances,2008,eng
9.78144E+12,1439192561,"Full Dark, No Stars",2010,eng
9.78081E+12,805095152,Being Mortal: Medicine and What Matters in the End,2014,eng
9.78055E+12,553582917,Intensity,1987,eng
9.78141E+12,1406914835,Et dukkehjem,1879,eng
9.78038E+12,375760377,Hawaii,1959,eng
9.78041E+12,413757102,Revolutionary Road,1961,eng
9.78038E+12,375835318,Nick & Norah's Infinite Playlist,2006,eng
9.78055E+12,545259088,Forever,2011,eng
9.78157E+12,1573226521,The Beach,1996,eng
9.78014E+12,143145541,Saving CeeCee Honeycutt,2010,eng
9.78058E+12,575096578,Deadlocked,2012,eng
9.78142E+12,1416524355,Everything's Eventual: 14 Dark Tales,2002,eng
9.78019E+12,192750968,Beezus and Ramona,1955,eng
9.78142E+12,141650964X,The Farthest Shore,1972,eng
9.7801E+12,99556316,Airframe,1996,eng
9.78055E+12,553564943,Magician,1982,eng
9.78031E+12,312987854,Bet Me,2004,eng
9.78032E+12,316548189,Long Walk to Freedom: The Autobiography of Nelson Mandela,1994,eng
9.78035E+12,034541005X,The Power of One,1989,eng
9.78075E+12,752865331,The Maltese Falcon,1930,eng
9.78031E+12,312364423,Night Road,2011,eng
9.78052E+12,515128635,Tripwire,1999,eng
9.78055E+12,055380491X,Emotional Intelligence,1995,eng
9.78045E+12,045146317X,Changes,2010,eng
9.78067E+12,670674249,The Story of Ferdinand,1936,eng
9.78142E+12,1416903569,Impulse,2007,eng
9.78014E+12,140436588,Ivanhoe,1819,eng
9.78031E+12,312936222,Ten Big Ones,2004,eng
9.78045E+12,446690457,The Poet,1996,eng
9.78006E+12,61985848,Paranormalcy,2010,eng
9.78032E+12,316087378,Eclipse: The Official Illustrated Movie Companion,2010,eng
9.78006E+12,61257095,The Shoemaker's Wife,2012,eng
9.78159E+12,1590387422,Rise of the Evening Star,2006,eng
9.78146E+12,1455806854,The Next Always,2011,eng
9.78031E+12,307269191,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],2007,eng
9.78142E+12,1416995587,We'll Always Have Summer,2011,eng
9.78031E+12,307268195,Open: An Autobiography,2009,eng
9.78014E+12,014240165X,Alex Rider: Stormbreaker,2000,eng
9.78159E+12,1590860624,Without Fail ,2002,eng
9.78084E+12,842377506,A Voice in the Wind,1993,eng
9.78032E+12,031613290X,,2005,eng
9.78058E+12,057507681X,A Scanner Darkly ,1977,eng
9.78159E+12,1594488843,Drive: The Surprising Truth About What Motivates Us,2008,eng
9.78142E+12,1416534733,A Connecticut Yankee in King Arthur's Court,1889,eng
9.78156E+12,1563894696,Batman: The Long Halloween,1997,eng
9.78081E+12,811201880,La Nausée,1938,eng
9.78079E+12,785268839,,2001,eng
9.78161E+12,1606410423,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)",2009,eng
9.78031E+12,312349486,Twelve Sharp,2006,eng
,,Wool,2011,eng
9.78069E+12,689845367,The Tombs of Atuan,1970,eng
9.78045E+12,451462564,Turn Coat,2009,eng
9.78014E+12,140439072,The Sign of Four,1890,eng
9.78096E+12,096319254X,Memnoch The Devil,1995,eng
9.78039E+12,385733585,The Magician: The Secrets of The Immortal Nicholas Flamel,2008,eng
9.78069E+12,689832133,"Click, Clack, Moo: Cows That Type",1999,eng
9.78044E+12,441015662,Iron Kissed,2008,eng
9.78077E+12,765328658,Anna Dressed in Blood,2011,eng
9.78142E+12,1423321677,"Temple of the Winds (Sword of Truth, #4)",1997,eng
9.78038E+12,380714752,The True Confessions of Charlotte Doyle,1990,eng
9.78157E+12,1565125967,A Reliable Wife,2009,eng
9.78038E+12,380729407,Something Wicked This Way Comes,1962,eng
9.7814E+12,140003342X,Song of Solomon,1977,eng
9.78039E+12,394298667,Red Storm Rising,1986,eng
9.7808E+12,802139256,Peace Like a River,2001,eng
9.78039E+12,385517874,Rant: An Oral Biography of Buster Casey,2007,eng
9.78081E+12,812565959,Shadow of the Hegemon,2000,eng
,,تراب الماس,2010,ara
9.78031E+12,307021343,The Poky Little Puppy (a Little Golden Book),1942,eng
9.78044E+12,440235596,Tara Road,1998,eng
9.78159E+12,1587263890,The Call of the Wild / White Fang,1906,eng
,,"Ignite Me (Shatter Me, #3)",2014,eng
9.78142E+12,1423100050,Cross My Heart and Hope to Spy,2007,eng
9.78044E+12,441014739,Blood Bound,2007,eng
9.78045E+12,451464400,Cold Days,2012,eng
9.7804E+12,399154094,The Friday Night Knitting Club,2006,eng
9.78031E+12,312330863,All Things Bright and Beautiful,1973,eng
9.78032E+12,316921173,Infinite Jest,1996,eng
,,Tangled,2013,eng
9.78081E+12,812967127,The Day of the Triffids,1951,eng
9.78006E+12,62041266,The Sisters Brothers,2011,eng
9.78006E+12,61922315,Secret Daughter,2010,eng
9.78038E+12,375822070,Fantastic Mr Fox,1970,eng
9.7895E+12,9504915248,Brida,1990,por
9.78014E+12,141183535,A Room of One's Own,1929,eng
,,Warbreaker,2009,eng
9.7819E+12,1903436575,Sonnets,1592,eng
9.78067E+12,670012947,What Happened to Goodbye,2011,eng
9.78163E+12,1627792120,Six of Crows,2015,eng
9.78006E+12,60541431,13 Little Blue Envelopes,2005,eng
9.78085E+12,849900417,Same Kind of Different as Me,2005,eng
9.78125E+12,1250049555,Carry On,2015,eng
9.78081E+12,812973011,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",2003,eng
,,Beneath This Man ,2013,eng
9.78001E+12,7423292,Prince of Thorns,2011,eng
9.78039E+12,385265700,The Book of Ruth,1988,eng
9.78039E+12,385333870,Galápagos,1985,hu
9.78006E+12,60872985,Next,2006,eng
9.78069E+12,689852231,,2002,eng
9.78142E+12,1416523715,Leaves of Grass,1855,eng
9.78075E+12,749935332,Blue Dahlia,2004,eng
9.78014E+12,014303961X,Lady Chatterley's Lover,1928,eng
9.78043E+12,043402080X,The Magician King,2011,eng
9.78045E+12,451205367,,1926,eng
9.78074E+12,743418719,Salem Falls,2001,eng
9.78035E+12,345403959,Belgarath the Sorcerer,1995,eng
9.78058E+12,575070706,The Great Dune Trilogy,1977,eng
9.7814E+12,1400067693,My Name Is Lucy Barton,2016,eng
9.78055E+12,553805487,Garden Spells,2007,eng
9.78045E+12,045146379X,Ghost Story,2011,eng
9.78158E+12,1580495761,Narrative of the Life of Frederick Douglass,1845,eng
9.78142E+12,141694740X,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,2004,eng
9.78035E+12,345468643,Pawn of Prophecy,1982,eng
9.78031E+12,312349491,Lean Mean Thirteen,2007,eng
9.78045E+12,451529758,The Jungle Books,1895,eng
9.78045E+12,451219945,Glass Houses,2006,eng
9.78079E+12,785264698,,2004,eng
9.78079E+12,785121447,The Dark Tower: The Gunslinger Born,2007,eng
,,The Lake House,2015,eng
9.78067E+12,670026638,A Tale for the Time Being,2013,eng
9.78081E+12,806527285,I Hope They Serve Beer in Hell,2006,eng
,,Rule,2012,eng
9.7801E+12,99448572," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]",1992,eng
9.78039E+12,385334141,Mother Night,1961,eng
9.78006E+12,006124189X,Influence: The Psychology of Persuasion,1984,eng
9.78045E+12,451526759,The Fall of the House of Usher and Other Writings,1960,eng
9.78044E+12,440416795,Harriet the Spy,1964,eng
9.78159E+12,1594633118,The Paying Guests,2014,eng
9.78055E+12,553588265,Forever Odd,2005,eng
9.78077E+12,767919386,At Home: A Short History of Private Life,2010,eng
9.78006E+12,60555955,Sushi for Beginners,2000,eng
9.78031E+12,312948557,Still Life,2005,eng
9.7801E+12,99489988,Watermelon,1995,fr
9.78014E+12,143038109,The Kitchen God's Wife,1991,eng
9.78185E+12,1847241697,Låt den rätte komma in,2004,eng
9.78006E+12,61974587,The Rise of Nine,2012,eng
9.78159E+12,1593080646,,1849,eng
9.78039E+12,385731051,The Second Summer of the Sisterhood,2003,eng
9.78043E+12,425181103,Phantoms,1983,eng
9.78142E+12,1416990658,,2010,eng
9.78159E+12,1586608290,My Utmost for His Highest,1926,eng
9.78006E+12,60012382,The Wee Free Men,2003,eng
9.78039E+12,385344430,Written in My Own Heart's Blood,2014,eng
9.7804E+12,039925482X,Nightshade,2010,eng
,,,1865,eng
9.7819E+12,190444248X,Drachenreiter,1997,eng
9.78067E+12,671742515,The Long Dark Tea-Time of the Soul,1988,eng
9.7808E+12,804179034,Uprooted,2015,eng
,,Seveneves,2015,eng
9.7808E+12,804137250,Armada,2015,eng
9.78035E+12,345503813,The Desert Spear,2010,eng
9.78001E+12,7151667,The Man in the Brown Suit,1924,eng
9.78039E+12,385339593,The Summons,2002,eng
9.78079E+12,078670621X,Endurance: Shackleton's incredible voyage,1959,eng
9.78006E+12,60525118,"Size 12 Is Not Fat (Heather Wells, #1)",2005,eng
9.7811E+12,1101904224,Dark Matter,2016,eng
9.78006E+12,62310666,Glass Sword,2016,eng
9.78039E+12,385737424,When You Reach Me,2009,eng
9.78055E+12,553381342,The Bonfire of the Vanities,1987,eng
9.78055E+12,553119222,Death on the Nile,1937,eng
9.78069E+12,689862229,Shiloh,1991,eng
9.78081E+12,805094601,Siege and Storm,2013,eng
9.78142E+12,1416971734,Leviathan,2009,eng
9.78067E+12,671035975,How to Stop Worrying and Start Living,1944,eng
9.78052E+12,515114693,Born in Fire ,1994,eng
9.78006E+12,60921145,Animal Dreams,1990,eng
,,Reason to Breathe,2011,eng
9.78142E+12,1416997857,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,2009,eng
9.78001E+12,6479677,If Tomorrow Comes,1985,eng
9.78382E+12,3822858641,M.C. Escher: grafiek en tekeningen,1956,eng
9.78035E+12,345416260,Pope Joan,1996,eng
9.78068E+12,679776818,Birdsong,1993,eng
9.78081E+12,081257639X,"Faith of the Fallen  (Sword of Truth, #6)",2000,eng
9.78161E+12,1606412388,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)",2010,eng
9.78159E+12,159420229X,Moonwalking with Einstein: The Art and Science of Remembering Everything,2011,eng
9.78045E+12,446613363,"4th of July (Women's Murder Club, #4)",2005,eng
9.78142E+12,1423108361,The Time Paradox,2008,eng
9.78059E+12,059044297X,An Itchy Day,1963,eng
9.7808E+12,803734735,Bitterblue,2012,eng
9.7808E+12,803734956,The Sky Is Everywhere,2010,eng
9.78006E+12,61020664,Wyrd Sisters,1988,eng
9.7813E+12,1301347949,Real,2013,eng
9.78006E+12,62200577,NOS4A2,2013,eng
9.78014E+12,140434747,The Tenant of Wildfell Hall,1848,eng
9.78097E+12,965476022,The Black Stallion,1941,eng
,,Reckless,2013,eng
9.78006E+12,64410145,The Grim Grotto,2004,eng
9.78842E+12,8424133498,Strega Nona,1975,eng
9.78098E+12,983212546,Playing for Keeps,2011,eng
9.78096E+12,961454733,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,1993,eng
9.78006E+12,60085894,Frida. A Biography of Frida Kahlo,1983,eng
9.78045E+12,452286034,Bitten,2001,eng
9.78031E+12,312624670,Born at Midnight,2011,eng
9.78184E+12,1844280136,Don't Let the Pigeon Drive the Bus,2003,eng
9.78055E+12,545424941,The Dream Thieves,2013,eng
9.78014E+12,141439637,The Portrait of a Lady,1881,eng
9.78049E+12,486290727,The Raven,1844,eng
9.78049E+12,486298574,The Yellow Wallpaper,1892,eng
,,هيبتا,2014,ara
9.78084E+12,836204387,The Calvin and Hobbes Tenth Anniversary Book,1995,eng
9.78014E+12,142401757,Dreamland ,2000,eng
9.7816E+12,1596912855,Austenland,2007,eng
9.7814E+12,1400044162,Half of a Yellow Sun,2006,eng
9.78035E+12,345498321,One Night @ The Call Center,2005,eng
9.78039E+12,385523238,At the Water's Edge,2015,eng
9.78045E+12,451197968,The Running Man,1982,eng
9.78031E+12,031242440X,Gilead,2004,eng
9.78006E+12,006091307X,The Crying of Lot 49,1966,eng
9.78053E+12,525953094,Edge of Eternity,2014,eng
9.78142E+12,1423121317,Demonglass,2011,eng
9.7885E+12,8498000831,Ubik,1969,spa
9.78186E+12,1857231511,The Sword of Shannara,1977,eng
9.7801E+12,99297701,Hannibal,1999,eng
9.78006E+12,006114097X,The Awakening and the Struggle,2007,eng
9.78006E+12,60586133,Three Wishes,2003,eng
9.78142E+12,1416974520,"Night World, No. 3",2009,eng
9.78074E+12,743466527,Fall on Your Knees,1996,eng
9.78055E+12,054522490X,The Scorpio Races,2011,eng
9.78035E+12,345539842,Morning Star,2016,eng
9.78044E+12,441005764,Mossflower,1988,eng
9.78125E+12,1250077001,Furiously Happy,2015,eng
9.78031E+12,312986343,Visions of Sugar Plums,2002,eng
9.78055E+12,553564935,"Magician: Master (The Riftwar Saga, #2)",1982,eng
9.78141E+12,1405910216,On the Island,2011,eng
9.78144E+12,1439164630,Left Neglected,2011,eng
9.78067E+12,671662341,Anne Frank Remembered,1987,eng
9.78077E+12,765316994,Redshirts,2012,eng
9.78031E+12,030720961X,Sahara,1992,spa
9.78006E+12,61245097,One Foot in the Grave,2008,eng
9.78006E+12,60890681,The Last Anniversary,2006,eng
9.78006E+12,61449067,Hunger ,2009,eng
9.78031E+12,312349513,Fearless Fourteen,2008,eng
9.78813E+12,8129118807,"Revolution 2020: Love, Corruption, Ambition",2011,eng
9.78001E+12,7174160,A Bear Called Paddington,1958,eng
9.78006E+12,60887338,Flawless,2007,eng
9.78044E+12,440800463,"Ramona Quimby, Age 8",1981,eng
9.78045E+12,446364800,The General's Daughter,1992,eng
9.78141E+12,1405206128,The Hostile Hospital,2001,eng
9.78157E+12,1569319472,犬夜叉 1,1997,eng
9.78045E+12,451219422,The Omen,1976,eng
9.78031E+12,312532768,Blue Moon,2009,eng
9.78045E+12,446572993,The Innocent,2012,eng
9.78045E+12,446402397,Child 44,2008,eng
9.78043E+12,425260933,The Hypnotist's Love Story,2011,eng
9.78006E+12,60527994,O Demônio e a Srta. Prym,2000,eng
9.78193E+12,1933718005,The Kissing Hand,1993,eng
,,Shift,2013,eng
9.78044E+12,440339340,Worth Dying For,2010,eng
9.78031E+12,307395987,Look Me in the Eye: My Life with Asperger's,2007,eng
9.78031E+12,312979975,Fantasy Lover,2002,eng
9.78032E+12,031601477X,Sundays at Tiffany's,2008,eng
9.78074E+12,743418735,Perfect Match,2002,eng
9.78081E+12,081297235X,Prep,2005,eng
9.7814E+12,1401307450,Scar Tissue,2004,eng
9.78344E+12,3442723434,Alias Grace,1996,ger
9.78043E+12,425273865,Captivated by You,2014,eng
9.7801E+12,99427869,Illusions: The Adventures of a Reluctant Messiah,1977,eng
9.78032E+12,316056634,Soulless,2009,eng
9.78014E+12,142422959,Just One Day,2013,eng
9.78142E+12,1416953574,Wake,2008,eng
9.78144E+12,1439107955,The Emperor of All Maladies: A Biography of Cancer,2010,eng
9.78142E+12,1416940901,"Glass (Crank, #2)",2007,eng
9.78031E+12,307278492,Memoria de mis putas tristes,2004,eng
9.78031E+12,031253955X,Only Time Will Tell,2011,eng
9.78188E+12,1878424114,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,2013,eng
9.78031E+12,312315953,Magical Thinking: True Stories,2004,eng
9.78069E+12,689878567,In the Hand of the Goddess,1984,eng
9.78045E+12,446614831,3rd Degree,2004,eng
9.78039E+12,385480016,Bird by Bird: Some Instructions on Writing and Life,1994,eng
9.78081E+12,805092528,Rubinrot,2009,eng
9.78031E+12,031259044X,Shadowland,2009,eng
9.78069E+12,689878575,Lioness Rampant,1988,eng
9.78043E+12,042510687X,Outbreak,1987,eng
9.78818E+12,8176210773,You Can Heal Your Life,1984,eng
,,"Die Henkerstochter (Band 1 aus der Reihe ""Die Henkerstochter-Saga)",2008,eng
9.78015E+12,015204566X,Dealing with Dragons,1990,eng
9.78052E+12,515130974,The Visitor,2000,eng
9.78043E+12,425205819,Rules Of Prey,1989,eng
9.78055E+12,553589172,Ashes to Ashes,1999,eng
9.78001E+12,7149824,The Yiddish Policemen's Union,2007,eng
9.78035E+12,345528670,The Aviator's Wife,2013,eng
9.78044E+12,439598389,A Bad Case of Stripes,1998,eng
9.78059E+12,593065700,The Affair,2011,eng
9.78021E+12,205313426,The Elements of Style,1918,eng
9.78014E+12,140620613,The Turn of the Screw,1898,eng
9.78074E+12,743294297,Best Friends Forever,2009,eng
9.78079E+12,786939532,Homeland,1990,eng
9.78157E+12,156865054X,The Mote in God's Eye,1974,eng
9.78031E+12,307595862,Snømannen (Harry Hole #7) ,2007,eng
9.78159E+12,1590171993,Stoner,1965,eng
9.7814E+12,1401308201,"Wicked: The Grimmerie, a Behind-the-Scenes Look at the Hit Broadway Musical",2005,eng
9.78074E+12,074348486X,As You Like It,1599,eng
9.78156E+12,1563892618,Preacher Vol. 1: Gone to Texas,1996,eng
9.78045E+12,451528921,Cyrano de Bergerac,1897,eng
9.78037E+12,374525641,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",1997,eng
9.78184E+12,1841496863,Bone Crossed,2009,eng
9.7816E+12,159514319X,The Indigo Spell,2013,eng
9.78039E+12,385341652,Dreamfever,2009,eng
9.78032E+12,316010707,Case Histories,2004,eng
9.78035E+12,345544110,"Release Me (Stark Trilogy, #1)",2013,eng
9.78081E+12,812984277,Wedding Night,2013,eng
9.78156E+12,1563892251,The Doll's House,1990,eng
9.78069E+12,689849109,Pollyanna,1912,eng
9.78156E+12,1558745157,,1997,eng
9.78149E+12,1490904387,Dust,2013,eng
9.78144E+12,1439102759,Lone Wolf,2012,eng
