isbn13,author
9781301627450,['Abbi Glines']
9780061015730,['Michael Crichton']
9780316122380,['Jennifer E. Smith']
9780786836540,['Jonathan Stroud']
9781842430220,['Tom Robbins']
9780156031660,['Jenna Blum']
9780385340540,['John Grisham']
9781595143980,['Beth Revis']
9780671250680,['M. Scott Peck']
9780451459880,['Jim Butcher']
9780807508530,"['Gertrude Chandler Warner', 'L. Kate Deal']"
9780143123230,['A.S.A. Harrison']
9780091940740,['Caitlin Moran']
,['Sarah J. Maas']
9780297854400,['Keith Richards']
9780676979340,['Jhumpa Lahiri']
9780316601960,['Anita Shreve']
9780140283300,['Don DeLillo']
9780743464120,['Stephen E. Ambrose']
9780785819110,['Charles Darwin']
9781891830430,['Craig Thompson']
9780061374230,['David Wroblewski']
9780345439110,['Christina Schwarz']
9780679744400,['Cormac McCarthy']
9781593082050,"['Arthur Conan Doyle', 'Kyle Freeman']"
9781569319020,"['Eiichirō Oda', 'Andy Nakatani']"
9780451450520,['Peter S. Beagle']
9780060577320,['Angie Sage']
9780689848920,['Laurie Halse Anderson']
9780307408860,['Erik Larson']
9780812504700,['Rudyard Kipling']
9781439177720,['Terry Hayes']
9780872863100,"['Allen Ginsberg', 'William Carlos Williams']"
9780733800850,['Richard Carlson']
9780345418780,['Douglas Adams']
9780743258070,['Walter Isaacson']
9780385343830,['Téa Obreht']
9780778324330,['Maria V. Snyder']
9780451222350,['J.R. Ward']
9780060502940,['Terry Pratchett']
9780967686560,"['Anonymous', 'Joseph Smith Jr.']"
9780451223300,['Stephen King']
9780451460910,['Jim Butcher']
9780345539820,['Pierce Brown']
9780552154310,['Terry Pratchett']
9780061020700,['Terry Pratchett']
9780316078570,['Malcolm Gladwell']
9780062430880,['Karin Slaughter']
9780575077900,['Joe Abercrombie']
9781476770380,['Stephen King']
9780679800030,['Dr. Seuss']
9780393330470,['Michael   Lewis']
9780060590160,['Garth Nix']
9780316155600,['James Patterson']
9780316080840,"['Yana Toboso', 'Tomo Kimura']"
9780312642980,['Marissa Meyer']
9780141439730,"['Robert Louis Stevenson', 'Robert Mighall']"
9780545457830,['Emily Seife']
9780345503800,['Peter V. Brett']
9780486426750,['John Bunyan']
9780440241030,['Lee Child']
9781423140570,['Rick Riordan']
9781416552510,['Stephen King']
9780330448440,['Kate Morton']
9780812575580,['Robert Jordan']
9780451461030,['Jim Butcher']
9780451529560,"['Fyodor Dostoyevsky', 'Andrew R. MacAndrew', 'Ben Marcus']"
9780618084750,['Carson McCullers']
,['Rick Yancey']
9780441627400,['T.H. White']
9780552152980,['Terry Pratchett']
9780385323060,['Christopher Paul Curtis']
9780618477940,['Alison Bechdel']
9780061353240,['Dan Ariely']
9789770931550,['أحمد مراد']
9780007148980,['Lynne Reid Banks']
9780765325950,"['Robert Jordan', 'Brandon Sanderson']"
9781419701760,['Jesse Andrews']
9780810984910,['Jeff Kinney']
9780312990220,['Janet Evanovich']
9780060839790,['Simon Winchester']
9780446696630,"['James Patterson', 'Andrew Gross']"
9780141014080,['Art Spiegelman']
9780142001810,['Jasper Fforde']
9780345373950,"['Faye Perozich', 'Anne Rice', 'John Bolton', 'Daerick Gröss']"
9780747571770,"['Louis Sachar', 'Adam McCauley']"
9781573221120,"['Dalai Lama XIV', 'Howard C. Cutler']"
9781400065680,['David Mitchell']
9780385333140,['Anna Quindlen']
9780062003940,"['L.J. Smith', 'Kevin Williamson', 'Julie Plec']"
9780385339680,['John Grisham']
9781400032820,['Chuck Palahniuk']
9780312985350,['Janet Evanovich']
9780439554010,"['Cornelia Funke', 'Anthea Bell']"
9780743236010,['Chuck Klosterman']
9780316926350,['Evelyn Waugh']
9780451461410,['Jim Butcher']
9780062306810,['Jessie Burton']
9780786915740,"['Margaret Weis', 'Tracy Hickman']"
9780786849570,['Eoin Colfer']
9781416951180,['Scott Westerfeld']
9780399244550,['John Flanagan']
9780670025600,['Deborah Harkness']
9781585421470,['Julia Cameron']
9780670844880,"['Jon Scieszka', 'Lane Smith']"
9780061147950,['Joe Hill']
9780679456730,['Robert K. Massie']
9780385528770,['Margaret Atwood']
9780312364120,['Kristin Hannah']
9780385339650,['John Grisham']
9780316067590,"['Marcus Luttrell', 'Patrick Robinson']"
9788129113730,['Chetan Bhagat']
9781579126280,['Agatha Christie']
9780060837560,['Richard Wright']
9780316033660,['Brent Weeks']
9781907411050,['Veronica Rossi']
9780446696520,['Nicholas Sparks']
9780307887890,['Eric Ries']
9781595143180,['Richelle Mead']
9780743290110,['Lauren Weisberger']
9780345335460,['David Eddings']
9780785136200,"['Roberto Aguirre-Sacasa', 'Stephen King', 'Mike Perkins', 'Laura       Martin']"
9780671728690,['William L. Shirer']
9781594481930,['Nick Hornby']
9780439706410,"['Jeff Smith', 'Steve Hamaker']"
9780340640140,['Stephen King']
9780515142240,['Lee Child']
9780316123520,"['Kami Garcia', 'Margaret Stohl', 'Paz Pruneda']"
9780060878060,['Jodi Picoult']
9780061147940,['Joe Hill']
9781419702240,['Jeff Kinney']
9780316033660,['Brent Weeks']
9781416543010,['Lauren Weisberger']
9781862301380,['Brian Jacques']
9780140447580,"['Karl Marx', 'Friedrich Engels', 'Gareth Stedman Jones']"
9781501132930,['Ruth Ware']
9780553213290,['James Fenimore Cooper']
9780679736370,['William Styron']
9780440241910,['Sophie Kinsella']
9780373210140,['Julie Kagawa']
9781576737330,['Bruce H. Wilkinson']
9780812983610,['Karen Thompson Walker']
9780786868730,['Mitch Albom']
9781400043460,"['Julia Child', ""Alex Prud'Homme""]"
9781922182100,['Graeme Simsion']
9780061177580,['Charles Bukowski']
9780375825450,['Wendelin Van Draanen']
9780974320620,"['Travis Bradberry', 'Jean Greaves', 'Patrick Lencioni']"
9780670035380,['Robert McCloskey']
9780765354940,"['Douglas Preston', 'Lincoln Child']"
9780380727510,['Bill Bryson']
9780451461900,['Jim Butcher']
9781607060760,['Robert Kirkman']
9781599900740,['Shannon Hale']
9780553496640,"['Nicola Yoon', 'David Yoon']"
9780486282220,['George Bernard Shaw']
9780062124260,['Barbara Kingsolver']
9781590388980,['Brandon Mull']
9780140298480,['Helen Fielding']
9780679763970,['Louis de Bernières']
9780446698470,['Nicholas Sparks']
9780767903870,['Bill Bryson']
9780192123090,['Arthur Conan Doyle']
9780812992790,['Adam Johnson']
9780345300780,['David Eddings']
9780375714830,"['Marjane Satrapi', 'Mattias Ripa', 'Blake Ferris', 'Anjali Singh']"
9780449213440,['Chaim Potok']
9780451171350,"['Irving Stone', 'שמואל שניצר']"
9780786891080,['Cecelia Ahern']
,['Jodi Ellen Malpas']
9780765326260,['W. Bruce Cameron']
9781595148030,['Sabaa Tahir']
9780451222720,['J.R. Ward']
9780062110830,['Helene Wecker']
9789953267200,"['أحلام مستغانمي', 'Ahlam Mosteghanemi']"
9780064410140,"['Lemony Snicket', 'Brett Helquist']"
9780143037610,"['Charles Dickens', 'Nicola Bradbury', 'Hablot Knight Browne']"
9780064431440,['Esphyr Slobodkina']
9780441012690,['Jim Butcher']
9780689878560,['Tamora Pierce']
9780224085620,['Audrey Niffenegger']
9780451225860,['J.R. Ward']
9780553288210,['Dan Simmons']
9780446698870,['James Ellroy']
9780688120500,"['Lewis Carroll', 'John Tenniel', 'Peter Glassman']"
9780743246990,['Jung Chang']
9780394800200,['P.D. Eastman']
9780060885400,"['Laura Ingalls Wilder', 'Garth Williams']"
9781501100130,['Stephen King']
9780061558240,"['Guillermo del Toro', 'Chuck Hogan']"
9780316184140,"['Emily Dickinson', 'Thomas H. Johnson']"
9780060935470,['Fred Gipson']
9781416553650,['Steve Martin']
9780060899200,['Frank Warren']
9780007119550,['George R.R. Martin']
9780152047380,"['Mary Norton', 'Beth Krush', 'Joe Krush']"
9780340818670,['Stephen King']
9780375718950,"['Haruki Murakami', 'Alfred Birnbaum']"
9780743246070,['Philippa Gregory']
9780316133980,['Laini Taylor']
9781842430350,['Tom Robbins']
9780399244580,['John Flanagan']
9781423157370,['Alexandra Bracken']
9780060832810,"['Paulo Coelho', 'Margaret Jull Costa']"
9781416560620,['Norman Vincent Peale']
9781844082930,"['Edith Wharton', 'Nina Bawden']"
9780345501330,"['Hiro Mashima', 'William Flanagan']"
9780756410440,"['Patrick Rothfuss', 'Nate  Taylor']"
9780989794800,['Solomon Northup']
9780451229850,['J.R. Ward']
9780141001820,['Nathaniel Philbrick']
9780743289690,['Ayaan Hirsi Ali']
9781400063510,['Nassim Nicholas Taleb']
9780345504980,['Justin Cronin']
9780374529530,"['Aleksandr Solzhenitsyn', 'H.T. Willetts']"
9780553380960,['Neal Stephenson']
9780060893000,['Walter M. Miller Jr.']
9781580493890,"['Sophocles', 'J.E. Thomas']"
9781439138310,['Colm Tóibín']
9781442409060,['Lauren DeStefano']
9780062300550,['J.D. Vance']
9780312864590,['Robert Jordan']
9781580495870,['Stephen Crane']
9780544273000,['Randall Munroe']
9780765348780,['Steven Erikson']
9780440401580,"[""Madeleine L'Engle""]"
9780439771340,['Suzanne Collins']
9781439102720,['Jodi Picoult']
9780345419640,['Anne Rice']
9780446615620,['David Baldacci']
9780316155600,['James Patterson']
9780812551470,['Terry Goodkind']
9780743272510,['Philippa Gregory']
9780385683420,['Anne Tyler']
9780385542360,['Colson Whitehead']
9780786838940,['Melissa de la Cruz']
9780373210180,['Julie Kagawa']
9780988393510,['Cora Carmack']
9780385535140,['John Grisham']
9780143036370,['J.M. Coetzee']
9780525444440,"['A.A. Milne', 'Ernest H. Shepard']"
9780316075560,['Brent Weeks']
9780143036690,['Sue Monk Kidd']
9780064410120,"['Lemony Snicket', 'Brett Helquist']"
9781423116390,['Ally Carter']
9781250121000,['B.A. Paris']
9780345348100,['Michael Shaara']
9780425201400,['Laurell K. Hamilton']
9780786818620,['Jonathan Stroud']
9780553214320,['H.G. Wells']
9781620610090,['Jennifer L. Armentrout']
9781934781630,['Dave Eggers']
9781416971700,['Sharon M. Draper']
,['Lauren Kate']
9781453688940,['Amanda Hocking']
9780679774390,"['Boris Pasternak', 'Max Hayward', 'Manya Harari', 'John Bayley']"
9781476791460,['Colleen Hoover']
9780099303750,['Michael Crichton']
9780142437800,['Edith Wharton']
9780385720110,"['Jane Hamilton', 'Frank  Muller', 'C.J. Critt']"
,['Colleen Hoover']
9781416935860,"['O. Henry', 'Lisbeth Zwerger']"
9780553380640,['Tom Wolfe']
9780802140180,"['William S. Burroughs', 'James Grauerholz', 'Barry  Miles']"
9781563892260,"['Neil Gaiman', 'Kelley Jones', 'Charles Vess', 'Colleen Doran', 'Malcolm Jones III', 'Steve Erickson']"
9780385337940,['John Grisham']
9780441007320,"['Ursula K. Le Guin', 'Lech Jęczmyk']"
9780142412140,"['John Green', 'Maureen Johnson', 'Lauren Myracle']"
9781439192570,['Stephen King']
9780805095160,['Atul Gawande']
9780553582920,['Dean Koontz']
9781406914830,"['Henrik Ibsen', 'Michael   Meyer']"
9780375760370,['James A. Michener']
9780413757100,['Richard Yates']
9780375835320,"['Rachel Cohn', 'David Levithan']"
9780545259090,['Maggie Stiefvater']
9781573226520,['Alex Garland']
9780143145550,"['Beth Hoffman', 'Jenna Lamia']"
9780575096580,['Charlaine Harris']
9781416524360,['Stephen King']
9780192750970,['Beverly Cleary']
9781416509650,['Ursula K. Le Guin']
9780099556310,['Michael Crichton']
9780553564940,['Raymond E. Feist']
9780312987860,['Jennifer Crusie']
9780316548180,['Nelson Mandela']
9780345410050,['Bryce Courtenay']
9780752865330,['Dashiell Hammett']
9780312364430,['Kristin Hannah']
9780515128640,['Lee Child']
9780553804910,['Daniel Goleman']
9780451463170,['Jim Butcher']
9780670674240,"['Munro Leaf', 'Robert Lawson']"
9781416903570,['Ellen Hopkins']
9780140436590,['Walter Scott']
9780312936230,['Janet Evanovich']
9780446690450,['Michael Connelly']
9780061985840,['Kiersten White']
9780316087380,['Mark Cotta Vaz']
9780061257090,['Adriana Trigiani']
9781590387430,['Brandon Mull']
9781455806850,"['Nora Roberts', 'MacLeod Andrews']"
9780307269200,"['Haruki Murakami', 'Philip Gabriel']"
9781416995590,['Jenny Han']
9780307268200,"['Andre Agassi', 'J.R. Moehringer']"
9780142401650,['Anthony Horowitz']
9781590860620,"['Lee Child', 'Dick Hill']"
9780842377510,"['Francine Rivers', 'Richard Ferrone']"
9780316132910,['Stephenie Meyer']
9780575076820,['Philip K. Dick']
9781594488850,['Daniel H. Pink']
9781416534730,['Mark Twain']
9781563894700,"['Jeph Loeb', 'Tim Sale', 'Gregory Wright', 'Richard Starkings']"
9780811201890,"['Jean-Paul Sartre', 'Lloyd Alexander', 'Hayden Carruth']"
9780785268830,['John Eldredge']
9781606410420,['Brandon Mull']
9780312349490,['Janet Evanovich']
,['Hugh Howey']
9780689845370,['Ursula K. Le Guin']
9780451462560,['Jim Butcher']
9780140439080,"['Arthur Conan Doyle', 'Peter Ackroyd', 'Ed Glinert']"
9780963192550,['Anne Rice']
9780385733590,['Michael Scott']
9780689832130,"['Doreen Cronin', 'Betsy Lewin']"
9780441015660,['Patricia Briggs']
9780765328660,['Kendare Blake']
9781423321680,"['Terry Goodkind', 'Dick Hill']"
9780380714760,['Avi']
9781565125960,['Robert Goolrick']
9780380729400,['Ray Bradbury']
9781400033420,['Toni Morrison']
9780394298660,['Tom Clancy']
9780802139250,['Leif Enger']
9780385517870,['Chuck Palahniuk']
9780812565960,['Orson Scott Card']
,['أحمد مراد']
9780307021340,"['Janette Sebring Lowrey', 'Gustaf Tenggren']"
9780440235590,['Maeve Binchy']
9781587263900,['Jack London']
,['Tahereh Mafi']
9781423100060,['Ally Carter']
9780441014740,['Patricia Briggs']
9780451464410,['Jim Butcher']
9780399154100,['Kate Jacobs']
9780312330870,['James Herriot']
9780316921180,['David Foster Wallace']
,['Emma Chase']
9780812967130,['John Wyndham']
9780062041260,"['Patrick deWitt', 'Marcelo Barbão']"
9780061922310,['Shilpi Somaya Gowda']
9780375822070,"['Roald Dahl', 'Quentin Blake']"
9789504915250,"['Paulo Coelho', 'Montserrat Mira']"
9780141183530,['Virginia Woolf']
,['Brandon Sanderson']
9781903436580,"['William Shakespeare', 'Katherine Duncan-Jones']"
9780670012950,['Sarah Dessen']
9781627792130,['Leigh Bardugo']
9780060541440,['Maureen Johnson']
9780849900420,"['Ron Hall', 'Denver Moore', 'Lynn Vincent']"
9781250049550,['Rainbow Rowell']
9780812973010,['Tracy Kidder']
,['Jodi Ellen Malpas']
9780007423290,['Mark  Lawrence']
9780385265710,['Jane Hamilton']
9780385333870,['Kurt Vonnegut Jr.']
9780060872980,['Michael Crichton']
9780689852240,['Nancy Farmer']
9781416523710,['Walt Whitman']
9780749935340,['Nora Roberts']
9780143039620,"['D.H. Lawrence', 'Doris Lessing', 'Chester Brown']"
9780434020800,['Lev Grossman']
9780451205360,['George S. Clason']
9780743418710,['Jodi Picoult']
9780345403960,"['David Eddings', 'Leigh Eddings']"
9780575070710,['Frank Herbert']
9781400067700,"['Elizabeth Strout', 'Goran Skrobonja']"
9780553805480,['Sarah Addison Allen']
9780451463790,['Jim Butcher']
9781580495770,['Frederick Douglass']
9781416947400,"['Greg Behrendt', 'Liz Tuccillo']"
9780345468640,['David Eddings']
9780312349490,['Janet Evanovich']
9780451529760,"['Rudyard Kipling', 'Alev Lytle Croutier']"
9780451219950,['Rachel Caine']
9780785264700,"['John Eldredge', 'Stasi Eldredge']"
9780785121440,"['Peter David', 'Robin Furth', 'Jae Lee', 'Richard Isanove', 'Stephen King']"
,['Kate Morton']
9780670026630,['Ruth Ozeki']
9780806527280,['Tucker Max']
,"['Jay Crownover', 'Charlotte Connan de vries']"
9780099448570,"['Haruki Murakami', 'Philip Gabriel']"
9780385334140,['Kurt Vonnegut Jr.']
9780061241900,['Robert B. Cialdini']
9780451526760,"['Edgar Allan Poe', 'Stephen Marlowe']"
9780440416790,['Louise Fitzhugh']
9781594633120,['Sarah Waters']
9780553588260,['Dean Koontz']
9780767919390,['Bill Bryson']
9780060555960,['Marian Keyes']
9780312948560,['Louise Penny']
9780099489990,['Marian Keyes']
9780143038110,['Amy Tan']
9781847241700,['John Ajvide Lindqvist']
9780061974590,['Pittacus Lore']
9781593080650,"['Edgar Allan Poe', 'Benjamin F. Fisher']"
9780385731060,['Ann Brashares']
9780425181100,['Dean Koontz']
9781416990660,['Morgan Matson']
9781586608290,['Oswald Chambers']
9780060012380,['Terry Pratchett']
9780385344430,['Diana Gabaldon']
9780399254830,['Andrea Cremer']
,"['Lewis Carroll', 'John Tenniel']"
9781904442490,['Cornelia Funke']
9780671742520,['Douglas Adams']
9780804179030,['Naomi Novik']
,['Neal Stephenson']
9780804137260,['Ernest Cline']
9780345503820,['Peter V. Brett']
9780007151660,['Agatha Christie']
9780385339600,['John Grisham']
9780786706210,['Alfred Lansing']
9780060525120,['Meg Cabot']
9781101904220,['Blake Crouch']
9780062310670,['Victoria Aveyard']
9780385737420,['Rebecca Stead']
9780553381340,['Tom Wolfe']
9780553119220,['Agatha Christie']
9780689862230,['Phyllis Reynolds Naylor']
9780805094600,['Leigh Bardugo']
9781416971730,['Scott Westerfeld']
9780671035980,['Dale Carnegie']
9780515114690,['Nora Roberts']
9780060921150,['Barbara Kingsolver']
,['Rebecca Donovan']
9781416997860,['Cassandra Clare']
9780006479670,['Sidney Sheldon']
9783822858650,"['M.C. Escher', 'Bruce Brooks Pfeiffer']"
9780345416260,['Donna Woolfolk Cross']
9780679776820,['Sebastian Faulks']
9780812576400,['Terry Goodkind']
9781606412380,['Brandon Mull']
9781594202290,['Joshua Foer']
9780446613360,"['James Patterson', 'Maxine Paetro']"
9781423108370,['Eoin Colfer']
9780590442980,['Norman Bridwell']
9780803734740,['Kristin Cashore']
9780803734950,['Jandy Nelson']
9780061020670,['Terry Pratchett']
9781301347940,['Katy Evans']
9780062200570,['Joe Hill']
9780140434740,"['Anne Brontë', 'Stevie Davies']"
9780965476030,"['Walter Farley', 'Keith Ward']"
,['S.C. Stephens']
9780064410140,"['Lemony Snicket', 'Brett Helquist']"
9788424133500,['Tomie dePaola']
9780983212550,['R.L. Mathewson']
9780961454740,"['David Bayles', 'Ted Orland']"
9780060085900,['Hayden Herrera']
9780452286030,['Kelley Armstrong']
9780312624680,['C.C. Hunter']
9781844280130,['Mo Willems']
9780545424940,['Maggie Stiefvater']
9780141439630,"['Henry James', 'Patricia Crick']"
9780486290720,"['Edgar Allan Poe', 'Gustave Doré']"
9780486298570,['Charlotte Perkins Gilman']
,['محمد صادق']
9780836204380,['Bill Watterson']
9780142401750,['Sarah Dessen']
9781596912850,['Shannon Hale']
9781400044160,['Chimamanda Ngozi Adichie']
9780345498330,['Chetan Bhagat']
9780385523230,['Sara Gruen']
9780451197960,"['Richard Bachman', 'Stephen King']"
9780312424400,['Marilynne Robinson']
9780060913080,['Thomas Pynchon']
9780525953100,['Ken Follett']
9781423121310,['Rachel Hawkins']
9788498000830,"['Philip K. Dick', 'David Alabort', 'Manuel Espín']"
9781857231520,['Terry Brooks']
9780099297700,['Thomas Harris']
9780061140980,['L.J. Smith']
9780060586130,['Liane Moriarty']
9781416974530,['L.J. Smith']
9780743466520,['Ann-Marie MacDonald']
9780545224900,['Maggie Stiefvater']
9780345539850,['Pierce Brown']
9780441005760,['Brian Jacques']
9781250077000,['Jenny  Lawson']
9780312986350,['Janet Evanovich']
9780553564940,['Raymond E. Feist']
9781405910220,['Tracey Garvis-Graves']
9781439164630,['Lisa Genova']
9780671662350,"['Miep Gies', 'Alison Leslie Gold']"
9780765317000,['John Scalzi']
9780307209610,['Clive Cussler']
9780061245090,['Jeaniene Frost']
9780060890680,['Liane Moriarty']
9780061449060,['Michael  Grant']
9780312349520,['Janet Evanovich']
9788129118810,['Chetan Bhagat']
9780007174160,"['Michael Bond', 'Peggy Fortnum']"
9780060887340,['Sara Shepard']
9780440800460,['Beverly Cleary']
9780446364800,['Nelson DeMille']
9781405206130,"['Lemony Snicket', 'Brett Helquist']"
9781569319480,['Rumiko Takahashi']
9780451219430,['David Seltzer']
9780312532760,['Alyson Noel']
9780446573000,['David Baldacci']
9780446402390,['Tom Rob Smith']
9780425260940,['Liane Moriarty']
9780060527990,"['Paulo Coelho', 'Amanda Hopkinson', 'Nick Caistor']"
9781933718000,"['Audrey Penn', 'Ruth E. Harper', 'Nancy M. Leak']"
,['Hugh Howey']
9780440339340,['Lee Child']
9780307395990,['John Elder Robison']
9780312979970,['Sherrilyn Kenyon']
9780316014780,"['James Patterson', 'Gabrielle Charbonnet']"
9780743418740,['Jodi Picoult']
9780812972350,['Curtis Sittenfeld']
9781401307460,"['Anthony Kiedis', 'Larry Sloman']"
9783442723430,"['Margaret Atwood', 'Brigitte Walitzek']"
9780425273870,['Sylvia Day']
9780099427860,['Richard Bach']
9780316056630,['Gail Carriger']
9780142422950,['Gayle Forman']
9781416953580,['Lisa McMann']
9781439107960,['Siddhartha Mukherjee']
9781416940910,['Ellen Hopkins']
9780307278490,"['Gabriel García Márquez', 'Edith Grossman']"
9780312539560,['Jeffrey Archer']
9781878424110,['Deepak Chopra']
9780312315960,['Augusten Burroughs']
9780689878560,['Tamora Pierce']
9780446614830,"['James Patterson', 'Andrew Gross']"
9780385480020,['Anne Lamott']
9780805092520,"['Kerstin Gier', 'Anthea Bell']"
9780312590440,['Alyson Noel']
9780689878570,['Tamora Pierce']
9780425106880,['Robin Cook']
9788176210780,['Louise L. Hay']
,"['Oliver Pötzsch', 'Lee Chadeayne']"
9780152045660,"['Patricia C. Wrede', 'Peter de Sève']"
9780515130970,['Lee Child']
9780425205820,['John Sandford']
9780553589180,['Tami Hoag']
9780007149830,['Michael Chabon']
9780345528670,['Melanie Benjamin']
9780439598380,['David Shannon']
9780593065710,['Lee Child']
9780205313430,"['William Strunk Jr.', 'E.B. White']"
9780140620610,['Henry James']
9780743294290,['Jennifer Weiner']
9780786939530,['R.A. Salvatore']
9781568650550,"['Larry Niven', 'Jerry Pournelle']"
9780307595870,"['Jo Nesbø', 'Don Bartlett']"
9781590172000,"['John  Williams', 'John McGahern']"
9781401308210,"['David Cote', 'Stephen Schwartz', 'Joan Marcus', 'Winnie Holzman']"
9780743484860,['William Shakespeare']
9781563892620,"['Garth Ennis', 'Steve Dillon', 'Joe R. Lansdale']"
9780451528930,"['Edmond Rostand', 'Eteel Lawson', 'Lowell Bair']"
9780374525640,['Anne Fadiman']
9781841496860,['Patricia Briggs']
9781595143200,['Richelle Mead']
9780385341650,['Karen Marie Moning']
9780316010700,['Kate Atkinson']
9780345544120,['J. Kenner']
9780812984280,['Sophie Kinsella']
9781563892260,"['Neil Gaiman', 'Steve Parkhouse', 'Chris Bachalo', 'Michael Zulli', 'Mike Dringenberg', 'Malcolm Jones III', 'Todd Klein', 'Clive Barker']"
9780689849110,['Eleanor H. Porter']
9781558745160,['Dave Pelzer']
9781490904380,['Hugh Howey']
9781439102760,['Jodi Picoult']
9780450610100,['Stephen King']
9780385341680,['Karen Marie Moning']
9780385517840,['John Grisham']
9780547887200,['Lois Lowry']
,['Anthony  Ryan']
9780802720860,['Simone Elkeles']
9781595406550,['Howard Pyle']
9780679781490,['Bret Easton Ellis']
9780393065790,['Lawrence Hill']
9780812972150,"['Anonymous', 'Richard Francis Burton', 'A.S. Byatt']"
9780670021870,['Tana French']
9780802122550,['Lily King']
9780060090390,['Marian Keyes']
9780586008360,['Isaac Asimov']
9780099448760,['Haruki Murakami']
9780380709240,"['Beverly Cleary', 'Louis Darling', 'Tracy Dockray']"
9780575090860,['Carrie Ryan']
9780736693420,['Terry Brooks']
9780375866590,"['Rachel Cohn', 'David Levithan']"
9780316074320,['Eleanor Catton']
9780060244060,"['Laura Joffe Numeroff', 'Felicia Bond']"
9780553588260,['Dean Koontz']
9780316779420,['David Sedaris']
9780552152950,['Terry Pratchett']
9781581345280,['Frank E. Peretti']
9780380003210,['Piers Paul Read']
9780143037740,['Zadie Smith']
9780446691090,['Joyce Meyer']
9780749932770,['Nora Roberts']
9780345335710,['David Eddings']
9780451233160,['J.R. Ward']
9789953718060,['أثير عبدالله النشمي']
9781401323820,['Richard Castle']
,['Amazon']
9780345469010,['John Irving']
9780007157150,['C.S. Lewis']
9780142404130,"['Roald Dahl', 'Quentin Blake']"
9780060266870,"['Laura Joffe Numeroff', 'Felicia Bond']"
9780684853150,['Iain Banks']
9781400067890,['Marisha Pessl']
9780805093290,['Rob Lowe']
9780385536970,['Kevin Kwan']
9780385733410,['Libba Bray']
9780385339160,['Karen Marie Moning']
9780385341640,['Karen Marie Moning']
,['Robert Dugoni']
9781593070950,"['Mike Mignola', 'John Byrne']"
,['Michelle Hodkin']
9781423160920,['Rick Riordan']
9780140439240,"['Alexandre Dumas', 'Francine du Plessix Gray', 'Joachim Neugroschel']"
9780143039980,"['Shirley Jackson', 'Laura   Miller']"
9780684856480,['Hunter S. Thompson']
9780060885430,"['Laura Ingalls Wilder', 'Garth Williams']"
9781905654870,"['P.C. Cast', 'Kristin Cast']"
9780312383280,['Janet Evanovich']
9780061177590,['Charles Bukowski']
9780451200820,['John Jakes']
9780441018190,['Patricia Briggs']
9780752858490,['Robert Ludlum']
9780006486020,['Robin Hobb']
9780399167840,['Marie Lu']
9780515126780,['Nora Roberts']
9780140449330,"['Marcus Aurelius', 'Martin Hammond', 'Diskin Clay']"
9780786849080,"['Dave Barry', 'Ridley Pearson', 'Greg Call']"
9780143036560,['Jared Diamond']
9780679735910,['A.S. Byatt']
9781423102280,['Melissa de la Cruz']
9780425143320,['Tom Clancy']
9781566195770,['Sigmund Freud']
9780671685640,['Peter Straub']
9780064410150,"['Lemony Snicket', 'Brett Helquist']"
9780767903820,['Bill Bryson']
9780064410170,"['Lemony Snicket', 'Brett Helquist']"
9780143035750,['Mary Karr']
9781937007880,['Charlaine Harris']
9780007127740,['Ray Bradbury']
,['Raine Miller']
9780374104090,['Jeff VanderMeer']
,['Abbi Glines']
9780060775830,"['Margaret Wise Brown', 'Clement Hurd']"
9780553805380,"['Stephen Hawking', 'Leonard Mlodinow']"
9780385517230,['John Grisham']
9780452277760,"['Richard Bachman', 'Stephen King']"
9780812551500,['Terry Goodkind']
9781590514630,"['Jan-Philipp Sendker', 'Kevin Wiliarty']"
9781857231380,['Iain M. Banks']
9780671646780,['David J. Schwartz']
9780345434810,['Anne Rice']
,['Abbi Glines']
9780006479900,['George R.R. Martin']
9780140382620,"['Carlo Collodi', 'John Boyne', 'Monteiro Lobato', 'Unknown']"
9780547628350,['Robin LaFevers']
9780802131780,['Henry Miller']
9780060393500,['Wally Lamb']
9780061997820,['Brian Sibley']
9781600964340,"['Leo Tolstoy', 'Aylmer Maude']"
9780142000700,['John Steinbeck']
9781451617470,['Alice Hoffman']
9780553804690,['Scott Lynch']
9781903434770,['Cornelia Funke']
9781444778530,['Susan Ee']
9780553804800,['Dean Koontz']
9780451208640,['John Howard Griffin']
9780385517880,['Chuck Palahniuk']
9780446692660,['James Patterson']
9781400076190,['Ian McEwan']
9780345466600,['Jonathan Kellerman']
9780446364490,['Robert James Waller']
9780593057060,['Lee Child']
9780385735290,['Michael Scott']
9780805090030,['Hilary Mantel']
9780545060390,['Rick Riordan']
9780028610110,['Mark Bittman']
9780316003730,['Stephenie Meyer']
9780486234110,['Wassily Kandinsky']
9780743453260,['Winston Groom']
9780679720220,"['Albert Camus', ""Justin O'Brien""]"
9781842430250,['Tom Robbins']
9780375757850,"['Wilkie Collins', 'Carolyn G. Heilbrun']"
9780088619450,"['Italo Calvino', 'William Weaver']"
9780224081180,['Ian McEwan']
9780751530480,['Patricia Cornwell']
9780618062420,['Patricia MacLachlan']
,['يوسف زيدان']
9780060735420,['Christopher Moore']
9781592858490,['Brené Brown']
9781423102270,['Melissa de la Cruz']
9780670175920,['Robert McCloskey']
,['Colleen Hoover']
9780743289410,['Stephen King']
9781451695200,['Eben Alexander']
